image,identity,label
images/n000036/0603_02.jpg,n000036,11
images/n000036/0095_01.jpg,n000036,11
images/n000036/0145_01.jpg,n000036,11
images/n000036/0263_01.jpg,n000036,11
images/n000036/0117_01.jpg,n000036,11
images/n000036/0099_03.jpg,n000036,11
images/n000036/0317_03.jpg,n000036,11
images/n000036/0113_02.jpg,n000036,11
images/n000036/0004_05.jpg,n000036,11
images/n000036/0335_02.jpg,n000036,11
images/n000036/0093_01.jpg,n000036,11
images/n000036/0476_01.jpg,n000036,11
images/n000036/0166_01.jpg,n000036,11
images/n000036/0109_01.jpg,n000036,11
images/n000036/0235_01.jpg,n000036,11
images/n000036/0431_02.jpg,n000036,11
images/n000036/0092_01.jpg,n000036,11
images/n000036/0155_01.jpg,n000036,11
images/n000036/0120_02.jpg,n000036,11
images/n000036/0102_03.jpg,n000036,11
images/n000036/0077_01.jpg,n000036,11
images/n000036/0224_01.jpg,n000036,11
images/n000036/0161_01.jpg,n000036,11
images/n000036/0068_01.jpg,n000036,11
images/n000036/0251_01.jpg,n000036,11
images/n000036/0294_01.jpg,n000036,11
images/n000036/0287_04.jpg,n000036,11
images/n000036/0125_02.jpg,n000036,11
images/n000036/0091_02.jpg,n000036,11
images/n000036/0346_01.jpg,n000036,11
images/n000036/0233_02.jpg,n000036,11
images/n000036/0061_03.jpg,n000036,11
images/n000036/0156_01.jpg,n000036,11
images/n000036/0126_02.jpg,n000036,11
images/n000036/0237_02.jpg,n000036,11
images/n000036/0424_07.jpg,n000036,11
images/n000036/0397_01.jpg,n000036,11
images/n000036/0043_01.jpg,n000036,11
images/n000036/0106_01.jpg,n000036,11
images/n000036/0038_01.jpg,n000036,11
images/n000036/0193_01.jpg,n000036,11
images/n000036/0159_03.jpg,n000036,11
images/n000036/0555_02.jpg,n000036,11
images/n000036/0146_01.jpg,n000036,11
images/n000036/0030_01.jpg,n000036,11
images/n000036/0564_01.jpg,n000036,11
images/n000036/0368_03.jpg,n000036,11
images/n000036/0023_01.jpg,n000036,11
images/n000036/0219_01.jpg,n000036,11
images/n000036/0064_01.jpg,n000036,11
images/n000036/0252_01.jpg,n000036,11
images/n000036/0124_01.jpg,n000036,11
